,p1GameName,p1Tagline,p2GameName,p2Tagline,winrate
4312,부러우면지는거야,KR1,루주라,9098,83.33333333333334
4313,민 영 2,7874,스쿨존광란의레이서엄준식,KR1,40.0
4314,딸긔공주,KR1,플레부터 탱폿함,KR1,58.333333333333336
4315,계엄의택,999,여기도한발,KR1,53.333333333333336
4316,먼 슴,KR1,최재권,KR2,61.53846153846154
4317,재선리,KR1,백혈음지,KR1,66.66666666666666
4318,can not win,KR1,박종민,KR1,41.66666666666667
4319,장작패기장인,장패장,Hide on Push,3001,50.0
4320,우니아이,KR1,The Suply,KR1,57.89473684210527
4321,알고있냐,모르는데,오 리,아나그란데,60.0
4322,상큼한너굴씨,KR1,나만의흠뻑쇼,KR2,42.857142857142854
4323,상큼한너굴씨,KR1,경기도민,123,80.0
4324,니 꽃,앵 두,비 상 계 엄,12345,55.55555555555556
4325,평리동불도저,KR1,신조차질투하는재능의소유자고다운,1233,60.0
4326,호영동생,KR1,junesi,준 식,52.17391304347826
4327,마라탕 먹구 시퍼,KR1,인프피 인간,KR1,72.22222222222221
4328,마라탕 먹구 시퍼,KR1,비공개소환사0,KR1,70.0
4329,바이탈부스터,0366,살인유망주,KR1,65.0
4330,농축밀크맘마통,BOZI,원툴제라스,KR1,58.333333333333336
4331,죽기장인,12322,뚜쉬따쉬,빵뚜기,63.63636363636363
4332,1234,효 찬,김록헌,0001,55.172413793103445
4333,이기구시펑,KR1,누나는끌릴만해,KR1,63.1578947368421
4334,2윤재,KR1,홍대흑인,KR1,31.25
4335,하 이,there,치질연고바른면봉,1234,55.55555555555556
4336,모기모깅,KR1,춘 배,행복한,45.45454545454545
4337,감자국의망나니,KR1,슈마초,KR1,60.0
4338,감자국의망나니,KR1,슈퍼마켓초코퍼지,KR1,45.45454545454545
4339,부천역 노숙자 신문도둑,마계부천,독거노인 원딜,KR0,30.76923076923077
4340,taeyeon8903,KR1,해도해도너무하네,5832,45.45454545454545
4341,모모는 무지게,KR1,안아조,1012,30.76923076923077
4342,파키티,KR1,우리집개또또,dog,68.75
4343,닷지해라,KR1,인생의분노,KR1,30.0
4344,환석봉,KR1,김치년이므니다,KR1,42.857142857142854
4345,Yoonkid,KR1,방퉁수,KR1,56.666666666666664
4346,꼬쿼러취,KR1,Tiny bug,KR1,52.0
4347,우리들은소중해요,KR1,천사소녀 네티,정의로운,72.22222222222221
4348,위기를 기회로,1111,못하는데자아갖으면박음,KR2,36.36363636363637
4349,정준호,KR1,쉴 드,KR1,76.92307692307693
4350,나미나미오나미,KR1,햄포니퐁,KR1,59.09090909090909
4351,참 빛,KR1,HHope,KR3,83.33333333333334
4352,왕자님,1118,가라 혜린몬,KR1,81.81818181818183
4353,Übermensch,KR9,닝겐장미,KR1,45.83333333333333
4354,과니어디과니,KR1,여 름,0808,45.83333333333333
4355,심해의공포쓰레기,KR1,가껴가껴,KR1,50.0
4356,호 성,HS0,Bug 입니다만,KR1,78.57142857142857
4357,또각또각신부입장,KR1,허민혁,KR111,61.53846153846154
4358,11972035del,KR1,징크소,KR1,61.53846153846154
4359,롤하면3수함,KR1,겨울동화 장지환,KR1,33.33333333333333
4360,롤하면3수함,KR1,Aerernus,KR3,50.0
4361,컴퓨터쌤,KR1,삼겹살볶음밥,KR1,50.0
4362,강절래,KR1,이쁜네꺼,1234,68.0
4363,인생은한여자,KR1,안되겠냐고그게,KR1,93.33333333333333
4364,윤성남,KR1,Fezite,1005,63.63636363636363
4365,물렸다 멍멍,KR1,시라유키 히메,KR1,40.0
4366,김명종교수동생,1234,김건묵극곰,KR1,36.36363636363637
4367,박정우,미 남,미 드,0878,60.0
4368,kllax,KR1,패배자,KR3,54.54545454545454
4369,무법자근희,KR1,내시계어딨노무현,KR1,54.54545454545454
4370,무법자근희,KR1,Xiaodelanhu,7902,40.0
4371,탑 건이,KR1,재 민 언 니,KR1,75.0
4372,이 별,KR5,잠실 냥펀치,KR1,25.0
4373,영혼의 꽃,Yone,다재무능,1011,73.33333333333333
4374,AkshanNo1,KR12,성실한공익요원,0303,64.28571428571429
4375,조지긴하네,KR1,창구는못말려,KR1,66.66666666666666
4376,hivanmipkanda,KR1,너에게 못했던 내 마지막 말은,4486,64.70588235294117
4377,탑신병자가되었다,KR1,erenyday,qwer,52.94117647058824
4378,달의 호흡 이지러지는 달 암월,KR1,Coeus,KR1,68.75
4379,2618205580707488,KR1,드립3대,00000,70.0
4380,돼지피카츄,KR1,ehddn 주현,KR1,60.0
4381,수면입니당,KR1,밀림의왕손승현,KR1,50.0
4382,수면입니당,KR1,God Bless you,bless,45.45454545454545
4383,01022936255,KR1,성민이발가락사이핥기장인,츄베릅,73.33333333333333
4384,Cloud Strife AC,KR1,시빵집,KR1,66.66666666666666
4385,민지꿍꿍,KR1,GUMADEFTVIPER,T1 wi,63.63636363636363
4386,낌영민,KR1,못참는사람,5226,25.0
4387,괴 군,조 연,Mega Storm,KR1,60.0
4388,귀뚤뚜기,4214,배창연,KR1,48.0
4389,April Freesia,KR2,벽넘는 병만,KR1,61.53846153846154
4390,April Freesia,KR2,니캉내캉고기묵자,KR2,66.66666666666666
4391,꾸 딩,0906,칵테일삼겹살,KR1,35.294117647058826
4392,고독한 금쪽이,0331,Hollow Knight,6310,57.14285714285714
4393,말벌벌꿀오소리,KR1,01053183866,KR1,50.0
4394,카와라기 모모카,걸밴크,브금버튼,KR1,44.44444444444444
4395,카와라기 모모카,걸밴크,신지호,8409,75.0
4396,롤로노아 김재경,KR1,킹갓엠페럴밍밍이,KR1,53.84615384615385
4397,뽁뽁이 터뜨리기,KR1,official oppa,KR1,36.36363636363637
4398,rOgy,KR1,즐겜용버리는용,KR3,61.53846153846154
4399,중간이 없는 자,KR1,구미효,KR2,68.0
4400,강가네 손만두,KR1,밝은유채꽃,KR1,50.0
4401,염우스,9176,삼대오백그램,KR1,64.70588235294117
4402,금강불괴지신,6666,은승이,0000,50.0
4403,T모티모,KR1,노운현무지잘한다,2672,50.0
4404,구맹덕,KR1,밤만되면라마,KR1,57.692307692307686
4405,도라이사이코,KR1,사람샬럿,KR777,54.54545454545454
4406,너네아싸인날너무좋아하는거아니냐,이세계,그저 지키라고만 하였거늘,읍참마속,50.0
4407,너네아싸인날너무좋아하는거아니냐,이세계,바다미꾸라지,KR1,40.0
4408,아직차다,KR1,심각하다게임수준,KR1,61.53846153846154
4409,미쿡드립,KR1,금붕어,0115,54.166666666666664
4410,태백산흑곰,5656,릴리사랑해,KR1,57.14285714285714
4411,천 안 전 민 성,KR1,황규찬,KR1,52.38095238095239
4412,호양놈,KR1,루피뽀로로,KR1,56.52173913043478
4413,Yellow 5,KR1,곽명은짱,KR1,61.53846153846154
4414,준 의,KR1,지눈이,KR1,56.666666666666664
4415,Lumen,033,사우스웨스트,0310,64.70588235294117
4416,진의 리신,0328,만남이별,KR1,46.666666666666664
4417,된장찌개끓여온나,KR1,이딱골,KR1,51.85185185185185
4418,pain agony,KR1,Isella,KR1,61.53846153846154
4419,펭귄대장,Siba,김강산 굉장하다,KR1,61.53846153846154
4420,외쳐원석갓,KR2,박찬원,모란2길,64.0
4421,KaiSa,KRl,땡전이,KR1,55.00000000000001
4422,절도사공파27세손,KR1,빈유는 정의,KR1,75.0
4423,Dr Kiss,KR1,bshkilad,KR1,47.05882352941176
4424,즐겜용,김덕배, 난 갈 길이 먼데,KR1,64.28571428571429
4425,즐겜용,김덕배,너구리 팬티,KR1,63.63636363636363
4426,T1 DORAN,세최탑가자,의창구 물주먹,KR1,43.75
4427,통무마무,KR3,CarroII,5639,66.66666666666666
4428,문어빵,KR1,까 5,KR1,65.38461538461539
4429,집가고시퍼여,KR1,인생망한팟수,KR1,55.00000000000001
4430,제왕 킨키,KR1,최진범,KR2,60.0
4431,다변수함수삼중적분,KR2,아해아해구물구물,0917,63.33333333333333
4432,장 췐,KR1,cxzhaiusd,KR1,42.857142857142854
4433,백덩렁덜렁,KR1,Q13E2W4R,KR1,70.0
4434,402호,KR1,깨소금,KR1,54.54545454545454
4435,KKang,KR01,유즈하 리코,0313,45.45454545454545
4436,roll back go,KR1,조 오,KR1,50.0
4437,삐지기장인출신,매우 수줍,그웬 스킨 좀내줘,KR1,52.17391304347826
4438,사과나무귤냄새,KR1,쪼꼬와 포비,KR1,66.66666666666666
4439,삐롱기,삐롱기,총각울린유부녀,KR1,56.666666666666664
4440,롤이란것때문,KR1,말그대로카직스,KR1,65.0
4441,펄기아,KR22,최고의엉덩이,JP2,50.0
4442,롱터우,8312,세리자와 정재,백수의 왕,53.84615384615385
4443,웅 황,kr777,Rain,I D,70.58823529411765
4444,노코스트,KR1,누가와서먹나요,0216,63.63636363636363
4445,정 글,01년생,재 원,0206,63.63636363636363
4446,黒 棺,9 0,인 물,KR1,75.0
4447,하이머딩석,KR1,ace,daddd,57.14285714285714
4448,시오미호,4096,렝가합니,KR1,52.94117647058824
4449,탑이지는건정글차이,JGgap,keon won 2,KR1,58.333333333333336
4450,실시간원딜꿀챔,KR1,Sitk,KR1,69.23076923076923
4451,머야미신사,KR1,한남버스기사,KR1,64.0
4452,zxcasdsa,KR1,두부김치다내놔,Drama,52.17391304347826
4453,닉네임을잊은사람,KR1,에 몽,성준이안녕,46.15384615384615
4454,IllIIlllIIIllIl,KR1,도일각,KR1,71.42857142857143
4455,화려한솔로킬,0825,터벅터벅,0803,31.57894736842105
4456,화려한솔로킬,0825,박병재,KR1,80.0
4457,미니언잡는게어렵나,어렵더라,킬리즈,KR1,72.72727272727273
4458,Dicky MD,KR1,한계직면,KR1,50.0
4459,Dicky MD,KR1,추가람 팬티도둑,KR1,70.0
4460,박치기공룡,2012,Eternity Pellet,KR1,60.0
4461,15151561,KR1,살찐포동포동포동,KR1,59.09090909090909
4462,몽광연필,KR1,오동통나무,KR1,46.15384615384615
4463,포슬포슬,계란찜,페르시안,KR2,35.294117647058826
4464,상하차맨,BOX,Nahida,PoP,80.0
4465,뷔 치,KR1,희연씨,KR1,62.5
4466,뷔 치,KR1,정희연,KR1,75.0
4467,97세백경인할아버지마지막점멸,KR2,따귀폭풍볼리베어,KR1,68.75
4468,97세백경인할아버지마지막점멸,KR2,학식먹을나이,2101,60.0
4469,BWB,0222,햄버거소믈리에,1128,47.82608695652174
4470,98373680del,KR1,崔 珉 綺,2315,68.96551724137932
4471,민지렁이에요,KR1,제주도주말농장,KR1,81.81818181818183
4472,JMK9999,KR1,SCENARI0,KR1,50.0
4473,spicy한시키,KR1,농고의 전설 이준규,밭갈기만렙,60.0
4474,spicy한시키,KR1,흰 헛,KR1,63.63636363636363
4475,개가치죽음,4444,슈 뢰,KR1,60.0
4476,칼날부리 소매치기,chick,코카가짬,KR1,53.57142857142857
4477,고등어등고,0713,김줍인,KR1,60.0
4478,말걸지마 혼자해,KR1,안 승,USA1,58.333333333333336
4479,말걸지마 혼자해,KR1,모코코씨았,KR1,45.45454545454545
4480,Mangddung,KR1,포항남구연합파,KR1,66.66666666666666
4481,회초리압수,1262,만19세장난감,KR1,52.38095238095239
4482,박현준은곧휴가철,KR1,조용훈,456,47.05882352941176
4483,귀찬희즘,LCH,야옹해바보,KR1,62.5
4484,콜라를까놓고안먹었네,조직먹방,맞다이로들어와,OOO,63.1578947368421
4485,토게나시토게아리,새끼손가락,Hot버터Slayer,Hot,60.0
4486,jsurl,srm02,ShowMaker,중꺽마,50.0
4487,공주김강민,KR2,핑찍으면오라는뜻,KR2,70.58823529411765
4488,백만볼트,KR3,SaveStyle,KR1,57.89473684210527
4489,king 0526,KR1,원할머니보go쌈,찌익스,64.28571428571429
4490,내 인생은 참 특별해 히히,1016,초탄명중일발필살,정예포반,84.61538461538461
4491,PandaTV88270,KR1,시동겁니다,KR1,9.090909090909092
4492,PandaTV88270,KR1,맛도리닭도리탕,KR1,30.0
4493,Mad Runaway,KR1,대충바코드닉넴,KR1,76.92307692307693
4494,배달비 너무 비싸,KR1,닷지절대안하는계정,DODGE,44.0
4495,주악구옥주이녁,1234,옹 란,KR1,70.0
4496,신안염전노Yeah,pyke,모르어,KR1,57.89473684210527
4497,오패산 족발당수,KR1,티 꿀,KR1,33.33333333333333
4498,윤 성,4691,난형규,KR1,64.28571428571429
4499,윤 성,4691,아이로로,KR1,70.0
4500,효02,KR1,규힝이,KR1,50.0
4501,방깐만,똥깐만,람깐만,6638,50.0
4502,하와이검은모래,2077,Huizz,KR1,60.0
4503,남 꺼누,7876,시영치,KR1,60.0
4504,Sense E,KR1,굽는집,KR1,72.72727272727273
4505,주악구 옥주휘,KR01,렉사이요,kr123,36.36363636363637
4506,나는 이장희,KR1,박구켠보고시펑,KR1,66.66666666666666
4507,살살해줄래요,KR1,강약약강미드,KR1,52.17391304347826
4508,양혁승,KR12,이준서,KR12,65.21739130434783
4509,절정 창술,KR1,노윤서 fan,팬이에요,53.84615384615385
4510,초신성,kr4,갓밸리,KR1,50.0
4511,25년9월전역,살려줘,오 월,1516,33.33333333333333
4512,한 줄기 강의 왕,KR1,야도란띠부실오너,KR1,64.70588235294117
4513,이기고싶으면개처럼짖어바,왈왈왈,El에서넘어옴,KR1,53.84615384615385
4514,다 희,1234,샘 핸드위치,KR1,66.66666666666666
4515,한 지,한 지,흑쌉꿀,KR1,63.63636363636363
4516,바다위의성3,KR1,Wanna Bee,Honey,56.25
4517,낭만 런갑조,autoQ,주찬영,0709,46.15384615384615
4518,건보 방와와,KR1,박장새,KR1,54.54545454545454
4519,남쌀롱,KR1,바라바라카피바라,카피바라,53.333333333333336
4520,Jorok,KR1,토깽이 조련사,KR1,62.96296296296296
4521,만만콩떡,KR1,유물론적변증법,KR1,80.0
4522,Ama et fac quod,V1s,야스오,발로 어려,60.0
4523,운문댐,KR1,그건법적으로금지,KR1,44.827586206896555
4524,아무래도,좀 그렇지,파란강타애용자,SKT,55.00000000000001
4525,Van Cleef,조다은,찬 재,입니다,60.86956521739131
4526,신승호똥손,KR1,징크스,0916,66.66666666666666
4527,고양이택시기사,목적지바텀,고양이 선생,YUUMI,66.66666666666666
4528,젠지 묘비,zhang,KT Smeb,6837,56.25
4529,Aria della Luna,KR1,정적이 흐르면,kr2,81.81818181818183
4530,국악인 송소희,KR1, 려졸려졸려졸려졸려졸려졸려졸,KR1,70.58823529411765
4531,YOUNGMAN,ZERO,쩌리짱,MOKPO,81.81818181818183
4532,포비 서준,KR1,중앙대 간호학과 지망생,살려주세요,21.428571428571427
4533,쿨 쿨,zoe,FXXKING TOMBOY,KR1,61.904761904761905
4534,신속배달 빡빡이,KR1,스타더스트,LIGHT,50.0
4535,연초록빵,KR1,이동우,1127,60.0
4536,연초록빵,KR1,하 멋,0918,60.0
4537,문 주 디,KR1,크리문 ,KR1,62.5
4538,정확하게보셨어요,KR24,메숭이,123,35.714285714285715
4539,이옹디,KR1,종민이형,GOOD,40.909090909090914
4540,니가 보고싶을 때,겨울을그려,Peyz,라고할뻔,60.0
4541,홍차니,1027,민 뀨르가즘,KR1,30.0
4542,솬솬이의하루,KR1,서지호님,KR1,36.84210526315789
4543,휘 치,마요네즈,똥 침,8147,50.0
4544,단검줍는꼬마,KR1,The Frost Mourne,KR1,57.14285714285714
4545,Bitten Bullet,KR0,AllMuteGaming,mute,60.0
4546,이놈아저씨가이놈,KR1,도제인,도제인,60.0
4547,야스오전용부캐,KR1,술통에빠지고싶다,KR1,40.0
4548,다진이,다진이,정신병자최소은,KR124,63.63636363636363
4549,영준한,KR1,NEW보루방,KR1,60.0
4550,장수Ya,KR1,오늘플레간다,오늘플레간,66.66666666666666
4551,차도남솔이,KR1,78943233,KR1,45.45454545454545
4552,trem,45644,안산에 안산다,123,60.0
4553,고통받는 가붕이,KR1,씹가린,KR1,23.076923076923077
4554,고통받는 가붕이,KR1,좋은 추억,KR1,60.0
4555,공치료,KR1,해경에이스시훈이,KR1,53.84615384615385
4556,전두환,5180,ヤリステ,518,56.00000000000001
4557,SkyPc2,KR1,ghddmltjr1,KR1,50.0
4558,타락파워성욱,KR1,여명소파고부장,KR1,47.05882352941176
4559,개따슥,KR1,하림맥시칸치킨,KR1,61.904761904761905
4560,동공듀,4918,별별별,9705,61.53846153846154
4561,익스올라잇턴라잇압도정진,1005,iililiililiiili,ilili,57.89473684210527
4562,익스올라잇턴라잇압도정진,1005,이기는 법을 까먹은 사람,4760,36.36363636363637
4563,보라색오렌지,9319,끌리면자살각,KR1,70.58823529411765
4564,아 똥 joonna 마렵네,DDONG,최밝음,KR1,55.55555555555556
4565,연례행사,KR1,67270685del,KR1,47.368421052631575
4566,국밥미새,KR1,국밥무새,KR1,76.19047619047619
4567,이강재붕신,KR1,김민곤붕신,KR1,56.25
4568,한마음정육식당,충북청주,상어밥,1621,64.70588235294117
4569,한마음정육식당,충북청주,고속도로달리는펭귄,Lakka,54.54545454545454
4570,One Ezreal,EZ1,헌 제,KR1,40.0
4571,햄찌방구뿡,KR1,모찌이이이잉,KR1,50.0
4572,아트원챔아니다,KR1,나아트원챔아니다,KR1,100.0
4573,유하사루,KR1,기회주의자,6789,60.0
4574,똥싼지얼마오렌지,KR1,두부집효녀정민,KR1,57.14285714285714
4575,Redpantiess,KR1,슈퍼카리스마용휘,KR1,42.857142857142854
4576,깊고어두운락커룸,KR1,돌거부기,부기부기,44.0
4577,Last Destination,KR1,영신박,KR1,72.72727272727273
4578,저지 원챔,저지 조아,팀붕이,KR1,46.15384615384615
4579,저지 원챔,저지 조아,차나핑,귀차남,20.0
4580,딸기맛 순하리,KR1,SEOner,KR1,50.0
4581,너구리궁댕이,KR1,동근lol,KR1,45.83333333333333
4582,포포이,1126,포기가 빠른 인간,KR1,38.88888888888889
4583,post meridiem,nonam,착하고이쁜말만하기,kr11,52.17391304347826
4584,금연성공하면닉변,KR1,혜지냥,KR1,50.0
4585,짱아가울어,KR1,Radiohead,dal9,66.66666666666666
4586,할머니지팡이도둑,지팡이,욕하지마열심히함,KR1,50.0
4587,석 호 준,나는썩씨야,xtova,0712,57.14285714285714
4588,비비빅자zi,KR1,4eva,2006,52.94117647058824
4589,W c r a z y 주,KR1,졸귀탱우주,KR1,57.14285714285714
4590,개땡Seven,KR1,하이드온부시,amen,50.0
4591,개땡Seven,KR1,주머시깽이,KR1,61.53846153846154
4592,Dangerouslyyy,KR1,후부니아,KR1,26.666666666666668
4593,Dangerouslyyy,KR1,똥독 오른 오른,KR1,80.0
4594,나는신이니라,KR1,매 료,soo,46.666666666666664
4595,팥찌콩찌,KR1,QATS,2024,40.0
4596,사미라 할꺼야,KR1,머리박기고수,0000,38.46153846153847
4597,사미라 할꺼야,KR1,인천 사미라 ,KR1,50.0
4598,여민구,KR1,맹구아들,KR1,14.285714285714285
4599,HyunD0,KR1,승우형왔다,KR1,47.368421052631575
4600,JOE연습용계정,KR1,방화범,KR45,62.5
4601,설이사촌형,KR1,혜 선 G O D,KR1,36.84210526315789
4602,한대치면두대,KR1,던진다,2013년,58.82352941176471
4603,이쁜가오나시,KR1,우리원딜게임왜함,KR1,60.0
4604,신짱구 5살,부리부리,서 이,KR0,57.692307692307686
4605,끌리면자살각,KR1,보라색오렌지,9319,63.1578947368421
4606,Black ggochu,KR1,물은영어로샐프,KR1,46.15384615384615
4607,벌써 에이징커브,KR1,구운가래떡,방앗간,76.47058823529412
4608,똑단발 김채원,KR1,청주금천고1짱,KR1,46.666666666666664
4609,앙 성무띠,KR1,안공현,KR2,33.33333333333333
4610,앙 성무띠,KR1,유난아아아,KR1,58.333333333333336
4611,오공춘,KR1,나락쓰,KR1,50.0
4612,아리송아리쏭,544,원딜 계정,KR1,61.53846153846154
4613,구름덕춘,KR1,카 르 마,KR22,43.333333333333336
4614,병영생활룰토의,KR1,유 희,sexy,46.666666666666664
4615,허거덩,0408,프로포폴,123,55.172413793103445
4616,작은전쟁,KR1,덜비빈비빔면,팔도1,61.53846153846154
4617,말랑자두,KR1,유찬깜찍,KR1,50.0
4618,주 인,6016,김두둥,훈쪽이,43.47826086956522
4619,고독한 명사수,5580,어둠의지배자이영호,3139,46.666666666666664
4620,Seong Bum,KR1,숟민하,KR1,52.38095238095239
4621,기므지서그,KR1,일단동석이형한테맞자,나 동석,53.84615384615385
4622,스노우플레이,KR1,17살,희망사항,66.66666666666666
4623,열라이 뽕따야,지 원,WISH,WIN,63.1578947368421
4624,열라이 뽕따야,지 원,distressing,KR1,40.0
4625,리영훈,KR1,happy롤,KR1,40.0
4626,토코몬 주인,KR1,강신주,9989,50.0
4627,integrity verify,111,lllIlIIllII,KR1,60.0
4628,integrity verify,111,뇌없는 프레이,KR2,70.0
4629,콩존맛,0901,콩극혐,KR1,63.63636363636363
4630,건우야 정신차려,KR1,DarkAK,KR1,54.54545454545454
4631,김뽀롱,김뽀식,혜영이존맛탱,KR1,60.0
4632,롸우짱짱짱,KR1,켜 니,3269,58.333333333333336
4633,이태림c8련,3937,종호가 트로리야,KR1,53.84615384615385
4634,엉 큰,KR1,승모근,KR7,56.25
4635,CorgiAudi,KR1,티모6,KR1,58.620689655172406
4636,동천동 테디,KR1,최재혁,7410,50.0
4637,학연혈연지연,KR1,Zawa,KR1,79.16666666666666
4638,JXX김수현,KR1,잊고살아,KR1,44.827586206896555
4639,찬히차니,KR1,하 니,8767,80.0
